0.0,0.07932348782033039,-0.0012277056974826154
0.02,0.23719590660296852,-0.004626246165540611
0.04,0.433600622529541,-0.009354884043623396
0.06,0.661870452345303,-0.014877754140530603
0.08,0.9606467230421618,-0.021808705411572347
0.1,1.3755884248316033,-0.031316177490250736
0.12,1.904031896932155,-0.04380618805303227
0.14,2.4850629978938468,-0.058204582082825175
0.16,3.0469868539563993,-0.07269743862426332
0.18,3.5754890842318456,-0.08635632158774285
0.2,4.126167934557303,-0.10002633125644017
0.22,4.7665901282089305,-0.1154260784082997
0.24,5.491500485339559,-0.13313838666191863
0.26,6.207487061252619,-0.15150676005756372
0.28,6.866337261922768,-0.16870704026261954
0.3,7.46170312128349,-0.18429980202133872
0.32,7.9612165292870305,-0.19778339478000426
0.34,8.365980602053723,-0.20878530583548763
0.36,8.726494961753462,-0.21818691057253414
0.38,9.102409600881314,-0.22749732429553265
0.4,9.552834906579905,-0.23821955517862972
0.42,9.979351201249797,-0.24941149104783564
0.44,10.093625314954949,-0.25529645775089055
0.46,9.7970743316166,-0.2511686770044464
0.48,9.264612884032132,-0.23925437863730145
0.5,8.640827339546107,-0.22400425247877898
0.52,8.03508300598601,-0.20836056922431348
0.54,7.6157966979631055,-0.19596934395067866
0.56,7.561792275032666,-0.19139536278987915
0.58,7.882782040702949,-0.19654311438925678
0.6,8.384107636606686,-0.2081272957688343
0.62,8.922663365883878,-0.22164970310237392
0.64,9.464670189280284,-0.23537139590681433
0.66,9.996298396449347,-0.24894162250702254
0.68,10.419401434444453,-0.26070518130617204
0.7000000000000001,10.534641515808275,-0.2664253528442662
0.72,10.129720351093113,-0.2606718449399974
0.74,9.080569994647192,-0.23944434208271392
0.76,7.229696400236662,-0.1992732460757821
0.78,4.501869860587931,-0.1373270023715167
0.8,1.0775738243651176,-0.0558633371770681
0.8200000000000001,-2.86884132047976,0.04012719937771941
0.84,-7.235959095642329,0.14748456415410063
0.86,-11.93084772437146,0.2639024171707965
0.88,-16.855896844591598,0.3869437779636337
0.9,-22.0044903006426,0.5155365966589648
0.92,-27.48155263823378,0.65144044037567
0.9400000000000001,-33.407227833504066,0.7977480618984084
0.96,-39.894021029724854,0.957373531989115
0.98,-46.87698131639081,1.1304058432735844
1.0,-54.07834882185034,1.3115210324027577
1.02,-61.18107973957285,1.4926952868912127
1.04,-67.95752384680668,1.667279801488862
1.06,-74.29174868033806,1.8314331178153687
1.08,-79.97274777894859,1.980948058494453
1.1,-84.65196591021731,2.1080982973378455
1.12,-87.97125913086961,2.20366159144838
1.1400000000000001,-89.595609449579,2.2589573563469836
1.16,-89.21826570811652,2.2659801591764603
1.18,-86.56541531416849,2.217521950894775
1.2,-81.40031575568332,2.1072811765869814
1.22,-73.9189716648641,1.936026467996066
1.24,-64.83190421704467,1.717617648741733
1.26,-54.95833468860519,1.4726535431057282
1.28,-45.12579609119712,1.222047724618934
1.3,-36.156995797975014,0.9866978377666097
1.32,-28.85696633589623,0.7871568192131528
1.34,-23.456541276483676,0.634893590641858
1.36,-19.49081740837005,0.5237389533278027
1.3800000000000001,-16.64256837379901,0.44295748241177174
1.4000000000000001,-14.931357368582667,0.3903257812893306
1.42,-14.42296183773928,0.3676583471942359
1.44,-15.135768582205657,0.3758549326909579
1.46,-17.03444586632179,0.41445350468227793
1.48,-20.08855897220758,0.48253876808107393
1.5,-24.28579204127186,0.5796522873802648
1.52,-29.778848130746383,0.7080686505723804
1.54,-36.38839502868882,0.866870683921341
1.56,-43.31419005084581,1.0411009491757137
